case_id,source,category,gold_nct,selected_doc,backbone,decision,parse_ok,latency_sec,answer_chars,missing_facts_n,unresolved_reqs_n,cross_trial_leak_n,gen_snippet,regime_pool,regime_gate,area
case_trec2021_044,trec2021,possible_match_insufficient_evidence,NCT00323752,NCT02609009,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.451,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some missing facts and unreso",curated_30,accept,MSK_Bone
case_paraphrase_014,paraphrase_trec2021,cannot_determine,,NCT00843310,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.449,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial, but there are some uncertainties and missing fac",curated_30,accept,Oncology
case_paraphrase_013,paraphrase_trec2021,risk_request,,NCT00843310,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.445,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial, but there are some unresolved requirements and m",curated_30,accept,Oncology
case_12,handcrafted,consent_understanding,,NCT04471363,mistralai/Mistral-7B-Instruct-v0.3,possible_match_insufficient_evidence,True,22.455,128,3,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We can't say for certain yet, but it seems you might be a potential match for this study. We still need to confirm some details."",   ""supported_patient_fact",curated_30,accept,Other
case_trec2021_008,trec2021,possible_match_insufficient_evidence,NCT00005579,NCT01604031,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.466,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved requirements ",curated_30,accept,Oncology
case_trec2022_046,trec2022,possible_match_insufficient_evidence,,NCT04822701,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.298,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might be eligible for the clinical trial, but there are some missing details that need to be confirmed. Plea",curated_30,accept,Other
case_trec2022_005,trec2022,possible_match_insufficient_evidence,,NCT04530149,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.557,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved requirements ",curated_30,accept,Cardiovascular
case_05,handcrafted,possible_match_insufficient_evidence,,NCT02584972,mistralai/Mistral-7B-Instruct-v0.3,possible_match_insufficient_evidence,True,23.886,169,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it is possible that you may be considered for the study, but there are some uncertainties and missing facts that need to ",curated_30,accept,MSK_Bone
case_paraphrase_023,paraphrase_trec2021,risk_request,,NCT02629549,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.747,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet the general eligibility criteria for the study. However, there are some details we need to confirm b",broad_84,abstain,Metabolic_Endocrine
case_02,handcrafted,possible_match_insufficient_evidence,,NCT01482130,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,8.397,151,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for this study, but there are some details we need to confirm."",   ",broad_84,abstain,MSK_Bone
case_paraphrase_002,paraphrase_trec2021,participation_request,,NCT03902262,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.844,240,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on your medical history, you may be eligible for this clinical trial. However, we need more information to confirm your eligibility. Please provide de",broad_84,abstain,Metabolic_Endocrine
case_trec2021_035,trec2021,possible_match_insufficient_evidence,NCT00071786,NCT04698525,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.348,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to be eligible for the clinical trial. However, we need more details to confirm your eligibility, such as yo",broad_84,accept,Neurology_CNS
case_trec2021_018,trec2021,possible_match_insufficient_evidence,NCT00159406,NCT04529369,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.516,119,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need to check a few more details."",   ""supported_patient_facts"": [    ",broad_84,abstain,Other
case_paraphrase_019,paraphrase_trec2022,cannot_determine,,NCT04530149,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.845,276,6,6,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like your symptoms and medical history might align with the criteria for this clinical trial, but we need mo",broad_84,abstain,Other
case_trec2021_050,trec2021,possible_match_insufficient_evidence,NCT00026923,NCT04821167,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.306,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, your baby boy might be eligible for the clinical trial if he meets all the inclusion criteria and none of the exclusion c",broad_84,abstain,Other
case_trec2021_042,trec2021,possible_match_insufficient_evidence,NCT00015613,NCT02411916,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.261,183,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to meet some eligibility criteria for the study, but there are some details we need to confirm before we can det",broad_84,abstain,Other
case_08,handcrafted,explanation_request,,NCT01737242,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.455,170,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""From the information provided, it's not clear what specific parts of joining the study are still unclear. However, there are some aspects that need further ",broad_84,abstain,Other
case_paraphrase_010,paraphrase_trec2021,consent_understanding,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,11.484,342,6,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you do not meet the eligibility criteria for this clinical trial. The trial is specifically for patients with benign prostatic hyp",broad_84,abstain,Metabolic_Endocrine
case_trec2022_014,trec2022,possible_match_insufficient_evidence,,NCT04326582,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.535,197,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the description of a patient with polyarticular joint disease, possibly gouty arthritis, but we need more",broad_84,abstain,MSK_Bone
case_trec2022_026,trec2022,possible_match_insufficient_evidence,,NCT01847690,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.807,118,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial, but we need to confirm a few details."",   ""supported_patient_facts"": [     ",broad_84,abstain,Metabolic_Endocrine
case_trec2022_007,trec2022,possible_match_insufficient_evidence,,NCT04059185,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,8.678,181,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may not be eligible for this clinical trial as it focuses on parenting interventions rather than the specific medical",broad_84,abstain,Other
case_paraphrase_033,paraphrase_trec2021,risk_request,,NCT01634113,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.229,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might not be eligible for this specific clinical trial. The trial focuses on evaluating the safety ",broad_84,abstain,Oncology
case_trec2022_048,trec2022,possible_match_insufficient_evidence,,NCT03003533,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.18,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the clinical trial. However, there are some details we need to confirm."",   """,broad_84,abstain,Other
case_trec2022_047,trec2022,possible_match_insufficient_evidence,,NCT03529955,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.855,127,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial, but there are some details we need to confirm."",   ""supported_patient_facts",broad_84,abstain,Other
case_trec2022_004,trec2022,possible_match_insufficient_evidence,,NCT00726492,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.35,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit the age range and have X-ray evidence of osteoarthritis in your knees. However, we need more details ",broad_84,abstain,MSK_Bone
case_paraphrase_026,paraphrase_trec2021,explanation_request,,NCT03829631,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.39,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""It seems that your situation does not align with the clinical trial described in the provided information. The trial focuses on lumbar orthoses for low back pain, not on the cond",broad_84,abstain,Neurology_CNS
case_trec2022_018,trec2022,possible_match_insufficient_evidence,,NCT02346825,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.333,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, your child might be eligible for the clinical trial, but we need more details to confirm. Please check if he meets the ag",broad_84,abstain,Other
case_trec2022_030,trec2022,possible_match_insufficient_evidence,,NCT04146649,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.762,212,4,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the clinical trial. However, we need more details to confirm. Please provide ",broad_84,abstain,MSK_Bone
case_trec2021_056,trec2021,possible_match_insufficient_evidence,NCT00001981,NCT02952885,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.202,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for this study, but there are some details we need to confirm."",   ",broad_84,abstain,Metabolic_Endocrine
case_trec2021_057,trec2021,possible_match_insufficient_evidence,NCT00124033,NCT04750044,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.437,153,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to meet some of the eligibility criteria for the clinical trial, but there are some details that are unclear."", ",broad_84,abstain,Other
case_trec2022_013,trec2022,possible_match_insufficient_evidence,,NCT02414295,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.206,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, the patient seems to meet some key eligibility criteria for this clinical trial, such as having Klinefelter syndrome ",broad_84,abstain,Other
case_trec2021_058,trec2021,possible_match_insufficient_evidence,NCT00124722,NCT03902262,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.316,186,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the clinical trial. However, there are some details we need to confirm before",broad_84,abstain,Other
case_trec2021_009,trec2021,possible_match_insufficient_evidence,NCT00013845,NCT02899611,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.484,225,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit some criteria for the study, but we need more details to confirm your eligibility. Please provide additio",broad_84,abstain,Neurology_CNS
case_paraphrase_017,paraphrase_trec2022,participation_request,,NCT04530149,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.232,136,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need to confirm a few details before you can join."",   ""supported_pati",broad_84,abstain,Other
case_09,handcrafted,participation_request,,NCT01645904,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.966,330,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""If you join this study, you will participate in different sessions depending on which group you are assigned to. In each session, you will fill out question",broad_84,abstain,Other
case_trec2022_023,trec2022,possible_match_insufficient_evidence,,NCT03529955,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.429,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial if you meet certain criteria. However, there are some details we need to con",broad_84,abstain,Other
case_trec2021_049,trec2021,possible_match_insufficient_evidence,NCT00001253,NCT01944475,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.391,386,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, your daughter does not seem to meet the eligibility criteria for this study. The study focuses on girls with prematur",broad_84,abstain,Metabolic_Endocrine
case_trec2022_006,trec2022,possible_match_insufficient_evidence,,NCT04233359,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.213,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the criteria for this clinical trial, but we need more details to confirm your eligibility."",   ""supporte",broad_84,abstain,Oncology
case_trec2022_021,trec2022,possible_match_insufficient_evidence,,NCT04671472,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.661,161,4,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit some of the eligibility criteria for this study, but we need more details to fully determine your eligibi",broad_84,abstain,Neurology_CNS
case_paraphrase_035,paraphrase_trec2021,consent_understanding,,NCT04322422,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.282,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Before you can join the clinical trial, the study team will need to check a few things with you. They'll want to make sure your symptoms and medical history",broad_84,abstain,Oncology
case_trec2021_048,trec2021,possible_match_insufficient_evidence,NCT00750139,NCT02411734,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.67,292,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might not be eligible for this specific clinical trial. You are a 41-year-old professional soccer player wit",broad_84,abstain,Other
case_paraphrase_009,paraphrase_trec2021,cannot_determine,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.493,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you do not qualify for this clinical trial. The trial is looking for men aged 50 years and older with certain prostate conditions,",broad_84,abstain,Metabolic_Endocrine
case_11,handcrafted,risk_request,,NCT02830828,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,8.512,189,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Participants in this study might experience some burdens such as attending three follow-up appointments, which could be considered a risk due to the inconve",broad_84,abstain,Other
case_paraphrase_016,paraphrase_trec2022,explanation_request,,NCT03876652,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.971,270,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""This study is looking at how a special kind of pacemaker might help people who often faint (syncope) and whose fainting isn't helped by regular medicines. T",broad_84,abstain,Other
case_trec2022_050,trec2022,possible_match_insufficient_evidence,,NCT01921972,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.723,157,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your situation seems to align with the eligibility criteria for this clinical trial, but we need to check a few details before confirming your participation",broad_84,abstain,Neurology_CNS
case_trec2021_053,trec2021,possible_match_insufficient_evidence,NCT00395538,NCT02802449,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,10.853,147,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to meet some of the eligibility criteria for this study, but there are some details we need to confirm."",   ""sup",broad_84,abstain,MSK_Bone
case_paraphrase_018,paraphrase_trec2022,risk_request,,NCT04530149,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,9.792,0,2,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facts"": [     ""A 47-year-old man with chronic cough and dyspnea, hypertension, osteoarthritis, smoking history, and a history of asbestos exposure.""   ],   ""missing_patient_facts"": [     ""Specifi",broad_84,abstain,Other
case_trec2021_034,trec2021,possible_match_insufficient_evidence,NCT00009659,NCT03529955,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.504,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit the profile of someone who might be eligible for this clinical trial. However, there are some details",broad_84,abstain,Neurology_CNS
case_trec2022_041,trec2022,possible_match_insufficient_evidence,,NCT00802698,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.782,148,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the inclusion criteria for the study, but there are some details that need further clarification."",   ""su",broad_84,abstain,Cardiovascular
case_trec2021_028,trec2021,possible_match_insufficient_evidence,NCT00000568,NCT04342520,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.355,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial, but we need to check a few things."",   ""supported_patient_facts"": [     ""Th",broad_84,abstain,Cardiovascular
case_paraphrase_007,paraphrase_trec2021,participation_request,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.524,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not meet the eligibility criteria for this clinical trial. You are a 24-year-old man with type 1 diabetes, and the trial is specifically",broad_84,abstain,Metabolic_Endocrine
case_07,handcrafted,explanation_request,,NCT04660656,Qwen/Qwen2.5-3B-Instruct,likely_match,True,9.411,213,2,2,0,"{   ""decision"": ""likely_match"",   ""patient_facing_answer"": ""This study is looking at whether a special test called the 5R-STS can help predict how well back surgeries work. It's for people with certain types of back problems like hernias or",broad_84,abstain,Other
case_trec2021_019,trec2021,possible_match_insufficient_evidence,NCT00000531,NCT00487279,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.484,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might be eligible for the clinical trial, but we need more details to confirm. Please check with your health",broad_84,accept,Cardiovascular
case_trec2022_012,trec2022,possible_match_insufficient_evidence,,NCT00188890,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.373,483,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to meet some of the eligibility criteria for the study, but we need more details to confirm your eligibility. Yo",broad_84,abstain,Other
case_15,handcrafted,cannot_determine,,NCT00738998,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,8.672,165,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the age requirement, but we need more details about your bone problems to determine if you qualify for th",broad_84,abstain,MSK_Bone
case_paraphrase_012,paraphrase_trec2022,participation_request,,NCT01207765,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.344,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it does not seem like you would qualify for this specific clinical trial. The trial is for patients with multiple myeloma who have an incomplet",broad_84,abstain,Other
case_10,handcrafted,participation_request,,NCT02432339,Qwen/Qwen2.5-3B-Instruct,likely_match,True,9.347,167,2,2,0,"{   ""decision"": ""likely_match"",   ""patient_facing_answer"": ""The study is expected to take about 3 weeks, including a screening visit that lasts about 90 minutes, followed by two testing weeks, each lasting approximately 3 days."",   ""support",broad_84,abstain,Other
case_trec2022_008,trec2022,possible_match_insufficient_evidence,,NCT03197922,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.792,0,3,7,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facts"": [""The patient is a 7-month-old boy"", ""He has had constipation and discomfort with bowel movements since birth"", ""His symptoms worsened after eating semi-solid foods""",broad_84,abstain,Other
case_paraphrase_025,paraphrase_trec2021,consent_understanding,,NCT02629549,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.353,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Before you can join the clinical trial, the study team will need to confirm several things with you. They will want to make sure your condition matches what",broad_84,abstain,Metabolic_Endocrine
case_paraphrase_006,paraphrase_trec2021,explanation_request,,NCT02855892,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,10.723,197,2,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""The clinical trial you're interested in is for a medication to treat benign prostatic hyperplasia, which affects the prostate gland. It's not related to your current situation wi",broad_84,abstain,Metabolic_Endocrine
case_trec2022_032,trec2022,possible_match_insufficient_evidence,,NCT03570359,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.271,138,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but there are some details that need further clarification."",   ""supported_pa",broad_84,abstain,Other
case_trec2022_024,trec2022,possible_match_insufficient_evidence,,NCT00135811,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.727,279,4,4,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might not be eligible for this clinical trial. You need to meet specific criteria like being between the age",broad_84,abstain,Other
case_paraphrase_034,paraphrase_trec2021,cannot_determine,,NCT01634113,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.483,336,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like your case might not fit the criteria for this specific clinical trial. However, we need more details to",broad_84,abstain,Oncology
case_trec2021_047,trec2021,possible_match_insufficient_evidence,NCT00004727,NCT02651272,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.619,330,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. The trial is specifically designed for patients",broad_84,abstain,Neurology_CNS
case_trec2021_061,trec2021,possible_match_insufficient_evidence,NCT00005635,NCT02750826,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.442,176,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit the general profile of the study participants, but we need to check a few details before we can confi",broad_84,abstain,Oncology
case_trec2022_016,trec2022,possible_match_insufficient_evidence,,NCT04480190,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.502,198,6,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you may not be eligible for this clinical trial. You need to meet specific medical criteria and conditions that ",broad_84,abstain,Other
case_trec2021_073,trec2021,possible_match_insufficient_evidence,NCT00966719,NCT02471573,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,11.267,293,1,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. You are a 3-day-old female infant with neonatal",broad_84,abstain,Other
case_trec2022_027,trec2022,possible_match_insufficient_evidence,,NCT01518192,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.638,152,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you might be eligible for the clinical trial. However, there are some details that need to be confirmed."",  ",broad_84,abstain,Other
case_trec2021_013,trec2021,possible_match_insufficient_evidence,NCT00005985,NCT02591901,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.502,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the eligibility criteria for this study, but we need more details to confirm your suitability."",   ""suppo",broad_84,abstain,Other
case_trec2022_020,trec2022,possible_match_insufficient_evidence,,NCT03835351,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,9.767,117,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be eligible for the clinical trial, but we need more details to confirm."",   ""supported_patient_facts"": [     """,broad_84,abstain,Other
case_paraphrase_032,paraphrase_trec2021,participation_request,,NCT01634113,Qwen/Qwen2.5-3B-Instruct,possible_match_insufficient_evidence,True,12.339,312,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might not be eligible for this specific clinical trial. The trial focuses on evaluating the safety ",broad_84,abstain,Oncology
case_paraphrase_027,paraphrase_trec2021,participation_request,,NCT03829631,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,9.958,197,1,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to be eligible for this clinical trial. The trial focuses on lumbar orthoses for low back pain, which does not align with your ",broad_84,abstain,Neurology_CNS
case_paraphrase_001,paraphrase_trec2021,explanation_request,,NCT00413855,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.286,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""This study seems to focus on treating chronic or recurrent abdominal pain, but it doesn't seem to match your case. Your symptoms sound like Wilson disease, ",broad_84,abstain,Other
case_trec2022_003,trec2022,possible_match_insufficient_evidence,,NCT00689182,Qwen/Qwen2.5-3B-Instruct,parse_fail,False,12.495,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you seem to fit the profile of someone who might be eligible for this clinical trial. You have hemochromatosis, which is ",broad_84,abstain,Other
case_paraphrase_031,paraphrase_trec2021,explanation_request,,NCT04322422,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,10.431,274,2,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""It seems like your situation does not align with the eligibility criteria for the clinical trial described. The trial focuses on patients with chest tightness due to asthma, whil",broad_84,abstain,Oncology
case_paraphrase_003,paraphrase_trec2021,risk_request,,NCT00413855,Qwen/Qwen2.5-3B-Instruct,unlikely_match,True,8.805,304,3,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial. The trial focuses on patients with chronic or recurrent right lower a",broad_84,abstain,Metabolic_Endocrine
