judge,case_id,backbone,source,selected_doc,decision,factuality,groundedness,abstain_appropriateness,safety,patient_utility,failure_modes,latency_sec
gpt4o,case_trec2022_016,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT04480190,unlikely_match,4,4,5,5,4,ungrounded,11.95
gpt4o,case_paraphrase_031,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT04322422,likely_match,3,3,2,5,4,hallucination;ungrounded;overcommit,8.12
gpt4o,case_paraphrase_009,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT02855892,possible_match_insufficient_evidence,5,5,5,5,5,none,1.03
gpt4o,case_trec2022_050,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT01921972,possible_match_insufficient_evidence,4,4,5,5,5,hallucination,7.81
gpt4o,case_trec2022_048,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT03003533,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,6.5
gpt4o,case_paraphrase_020,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2022,NCT04530149,possible_match_insufficient_evidence,1,1,1,3,2,hallucination;ungrounded;overabstain,5.43
gpt4o,case_paraphrase_028,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2022,NCT03829631,unlikely_match,5,5,5,5,5,none,4.6
gpt4o,case_paraphrase_013,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT00843310,possible_match_insufficient_evidence,4,3,5,5,4,ungrounded,1.18
gpt4o,case_01,Qwen/Qwen2.5-7B-Instruct,handcrafted,NCT00543023,possible_match_insufficient_evidence,5,5,5,5,5,none,6.1
gpt4o,case_trec2022_003,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT00689182,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,6.9
gpt4o,case_paraphrase_034,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT01634113,unlikely_match,2,2,1,4,3,hallucination;ungrounded;overcommit,4.54
gpt4o,case_paraphrase_024,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT02629549,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,5.2
gpt4o,case_trec2022_008,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT00906971,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;jargon,6.28
gpt4o,case_paraphrase_016,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2022,NCT03876652,possible_match_insufficient_evidence,3,3,4,4,4,hallucination;ungrounded,1.1
gpt4o,case_trec2021_012,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT03975998,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,2.52
gpt4o,case_trec2021_070,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT00922233,possible_match_insufficient_evidence,3,3,4,5,4,hallucination;ungrounded,10.23
gpt4o,case_paraphrase_035,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT04322422,possible_match_insufficient_evidence,4,4,5,5,5,hallucination;ungrounded,5.18
gpt4o,case_trec2022_045,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT00314431,unlikely_match,5,5,5,5,5,none,4.78
gpt4o,case_trec2022_016,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT04480190,unlikely_match,5,5,5,5,5,none,4.97
gpt4o,case_trec2021_019,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT00487279,possible_match_insufficient_evidence,5,5,5,5,5,none,4.52
gpt4o,case_trec2022_045,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT00314431,cannot_determine,5,5,5,5,5,none,0.82
gpt4o,case_paraphrase_016,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2022,NCT03876652,unlikely_match,5,5,5,5,5,none,8.69
gpt4o,case_paraphrase_012,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT01207765,unlikely_match,4,4,5,5,4,ungrounded;none,4.82
gpt4o,case_11,Qwen/Qwen2.5-7B-Instruct,handcrafted,NCT02830828,possible_match_insufficient_evidence,2,2,3,4,3,hallucination;ungrounded,1.6
gpt4o,case_trec2022_034,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT00119704,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,7.66
gpt4o,case_trec2022_013,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT02414295,likely_match,3,3,2,4,4,hallucination;ungrounded;overcommit,1.38
gpt4o,case_trec2021_035,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT04698525,possible_match_insufficient_evidence,4,4,5,5,5,hallucination,8.94
gpt4o,case_paraphrase_021,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT00921609,likely_match,3,3,2,5,4,hallucination;ungrounded;overcommit,5.27
gpt4o,case_trec2022_047,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT00945373,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,1.16
gpt4o,case_trec2022_018,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT01720771,unlikely_match,5,5,5,5,5,none,1.87
gpt4o,case_02,Qwen/Qwen2.5-7B-Instruct,handcrafted,NCT01482130,possible_match_insufficient_evidence,5,5,5,5,5,none,10.42
gpt4o,case_trec2021_042,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02411916,possible_match_insufficient_evidence,2,2,3,4,3,hallucination;ungrounded,5.37
gpt4o,case_paraphrase_007,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT02855892,likely_match,4,4,3,5,4,overcommit;ungrounded,1.03
gpt4o,case_trec2022_042,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT03985540,unlikely_match,3,3,4,5,4,hallucination;ungrounded,9.39
gpt4o,case_trec2021_048,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02411734,possible_match_insufficient_evidence,2,2,1,4,3,hallucination;ungrounded;overabstain,5.52
gpt4o,case_04,Qwen/Qwen2.5-3B-Instruct,handcrafted,NCT00800644,possible_match_insufficient_evidence,3,3,4,5,4,ungrounded;overabstain,1.49
gpt4o,case_paraphrase_027,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2022,NCT03829631,unlikely_match,5,5,5,5,5,none,1.39
gpt4o,case_trec2022_046,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT04822701,possible_match_insufficient_evidence,5,5,5,5,5,none,7.35
gpt4o,case_paraphrase_018,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2022,NCT04530149,unlikely_match,2,2,3,4,3,hallucination;ungrounded,8.67
gpt4o,case_trec2022_046,Qwen/Qwen2.5-3B-Instruct,trec2022,NCT04822701,likely_match,4,4,3,5,4,overcommit;ungrounded,5.02
gpt4o,case_08,Qwen/Qwen2.5-3B-Instruct,handcrafted,NCT01737242,possible_match_insufficient_evidence,4,4,5,5,4,hallucination,4.28
gpt4o,case_trec2021_057,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT04750044,possible_match_insufficient_evidence,2,2,1,4,3,hallucination;ungrounded;overabstain,5.52
gpt4o,case_trec2021_058,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT03902262,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,0.87
gpt4o,case_trec2021_013,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT03187795,possible_match_insufficient_evidence,4,4,5,5,4,hallucination;ungrounded,8.65
gpt4o,case_paraphrase_008,Qwen/Qwen2.5-7B-Instruct,paraphrase_trec2021,NCT02855892,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,5.77
gpt4o,case_paraphrase_004,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT00413855,possible_match_insufficient_evidence,2,2,3,4,3,hallucination;ungrounded,4.96
gpt4o,case_paraphrase_019,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2022,NCT04530149,possible_match_insufficient_evidence,2,2,3,4,3,hallucination;ungrounded,5.43
gpt4o,case_trec2022_041,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT00802698,unlikely_match,2,2,3,5,4,hallucination;ungrounded,4.14
gpt4o,case_trec2021_053,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT02802449,unlikely_match,4,3,5,5,4,ungrounded,4.71
gpt4o,case_trec2021_001,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT01051557,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,4.71
gpt4o,case_trec2021_019,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT00487279,likely_match,3,3,2,5,4,hallucination;overcommit;ungrounded,1.06
gpt4o,case_paraphrase_023,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT02629549,likely_match,2,2,1,4,3,hallucination;ungrounded;overcommit,2.5
gpt4o,case_trec2021_018,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT04529369,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,14.06
gpt4o,case_trec2021_025,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02515110,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,3.38
gpt4o,case_trec2021_009,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT02899611,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,0.94
gpt4o,case_paraphrase_033,Qwen/Qwen2.5-3B-Instruct,paraphrase_trec2021,NCT01634113,possible_match_insufficient_evidence,2,2,3,3,3,hallucination;ungrounded,7.6
gpt4o,case_trec2022_032,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT03570359,possible_match_insufficient_evidence,3,3,4,5,4,ungrounded;overabstain,7.16
gpt4o,case_trec2022_013,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT02414295,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,1.06
gpt4o,case_trec2022_047,Qwen/Qwen2.5-7B-Instruct,trec2022,NCT00945373,possible_match_insufficient_evidence,4,4,5,5,4,ungrounded,8.49
gpt4o,case_trec2021_028,Qwen/Qwen2.5-7B-Instruct,trec2021,NCT04342520,unlikely_match,2,2,1,4,3,hallucination;ungrounded;overcommit,4.28
gpt4o,case_trec2021_056,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT02952885,likely_match,2,2,1,4,3,hallucination;ungrounded;overcommit,1.24
gpt4o,case_trec2021_036,Qwen/Qwen2.5-3B-Instruct,trec2021,NCT03158805,likely_match,2,2,1,4,4,hallucination;ungrounded;overcommit,7.25
