path,case_id,backbone,baseline_id,n_dropped,is_consensus_flagged
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_014.json,case_paraphrase_014,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_015.json,case_paraphrase_015,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_016.json,case_paraphrase_016,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_017.json,case_paraphrase_017,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_018.json,case_paraphrase_018,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_019.json,case_paraphrase_019,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_020.json,case_paraphrase_020,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_021.json,case_paraphrase_021,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_022.json,case_paraphrase_022,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_023.json,case_paraphrase_023,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_024.json,case_paraphrase_024,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_025.json,case_paraphrase_025,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_026.json,case_paraphrase_026,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_027.json,case_paraphrase_027,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_028.json,case_paraphrase_028,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_029.json,case_paraphrase_029,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_030.json,case_paraphrase_030,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_031.json,case_paraphrase_031,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_032.json,case_paraphrase_032,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_033.json,case_paraphrase_033,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_034.json,case_paraphrase_034,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_paraphrase_035.json,case_paraphrase_035,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_001.json,case_trec2021_001,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_008.json,case_trec2021_008,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_009.json,case_trec2021_009,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_012.json,case_trec2021_012,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_013.json,case_trec2021_013,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_015.json,case_trec2021_015,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_018.json,case_trec2021_018,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_019.json,case_trec2021_019,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_022.json,case_trec2021_022,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_025.json,case_trec2021_025,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_026.json,case_trec2021_026,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,6,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_028.json,case_trec2021_028,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_031.json,case_trec2021_031,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_033.json,case_trec2021_033,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_034.json,case_trec2021_034,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_035.json,case_trec2021_035,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_036.json,case_trec2021_036,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_042.json,case_trec2021_042,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_044.json,case_trec2021_044,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_047.json,case_trec2021_047,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_048.json,case_trec2021_048,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_049.json,case_trec2021_049,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_050.json,case_trec2021_050,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_053.json,case_trec2021_053,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_056.json,case_trec2021_056,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_057.json,case_trec2021_057,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_058.json,case_trec2021_058,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_059.json,case_trec2021_059,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,5,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_061.json,case_trec2021_061,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_065.json,case_trec2021_065,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_070.json,case_trec2021_070,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2021_073.json,case_trec2021_073,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_002.json,case_trec2022_002,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_003.json,case_trec2022_003,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_004.json,case_trec2022_004,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_005.json,case_trec2022_005,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_006.json,case_trec2022_006,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_007.json,case_trec2022_007,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_008.json,case_trec2022_008,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_009.json,case_trec2022_009,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_012.json,case_trec2022_012,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_013.json,case_trec2022_013,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_014.json,case_trec2022_014,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,5,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_016.json,case_trec2022_016,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_018.json,case_trec2022_018,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_020.json,case_trec2022_020,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,6,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_021.json,case_trec2022_021,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,5,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_023.json,case_trec2022_023,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_024.json,case_trec2022_024,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_026.json,case_trec2022_026,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_027.json,case_trec2022_027,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_030.json,case_trec2022_030,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_031.json,case_trec2022_031,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_032.json,case_trec2022_032,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_033.json,case_trec2022_033,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_034.json,case_trec2022_034,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_037.json,case_trec2022_037,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_041.json,case_trec2022_041,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,2,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_042.json,case_trec2022_042,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_045.json,case_trec2022_045,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,0,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_046.json,case_trec2022_046,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,1,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_047.json,case_trec2022_047,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,4,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_048.json,case_trec2022_048,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,5,False
outputs/phase5/baseline_gens/B1_multi_rag/Qwen__Qwen2.5-7B-Instruct/case_trec2022_050.json,case_trec2022_050,Qwen/Qwen2.5-7B-Instruct,B1_multi_rag,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_01.json,case_01,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_02.json,case_02,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_03.json,case_03,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_04.json,case_04,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_05.json,case_05,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_06.json,case_06,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_07.json,case_07,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_08.json,case_08,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,1,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_09.json,case_09,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_10.json,case_10,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_11.json,case_11,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,7,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_12.json,case_12,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_13.json,case_13,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_14.json,case_14,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_15.json,case_15,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,1,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_001.json,case_paraphrase_001,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_002.json,case_paraphrase_002,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_003.json,case_paraphrase_003,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_004.json,case_paraphrase_004,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,1,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_005.json,case_paraphrase_005,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_006.json,case_paraphrase_006,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_007.json,case_paraphrase_007,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_008.json,case_paraphrase_008,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_009.json,case_paraphrase_009,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_010.json,case_paraphrase_010,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_011.json,case_paraphrase_011,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_012.json,case_paraphrase_012,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,1,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_013.json,case_paraphrase_013,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_014.json,case_paraphrase_014,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,1,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_015.json,case_paraphrase_015,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_016.json,case_paraphrase_016,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_017.json,case_paraphrase_017,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_018.json,case_paraphrase_018,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,6,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_019.json,case_paraphrase_019,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_020.json,case_paraphrase_020,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_021.json,case_paraphrase_021,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,1,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_022.json,case_paraphrase_022,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_023.json,case_paraphrase_023,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_024.json,case_paraphrase_024,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_025.json,case_paraphrase_025,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_026.json,case_paraphrase_026,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,2,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_027.json,case_paraphrase_027,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,1,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_028.json,case_paraphrase_028,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_029.json,case_paraphrase_029,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_030.json,case_paraphrase_030,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,5,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_031.json,case_paraphrase_031,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_032.json,case_paraphrase_032,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_033.json,case_paraphrase_033,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_034.json,case_paraphrase_034,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_paraphrase_035.json,case_paraphrase_035,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_trec2021_001.json,case_trec2021_001,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_trec2021_008.json,case_trec2021_008,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,3,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_trec2021_009.json,case_trec2021_009,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,0,False
outputs/phase5/baseline_gens/B2_prompt_guard/Qwen__Qwen2.5-3B-Instruct/case_trec2021_012.json,case_trec2021_012,Qwen/Qwen2.5-3B-Instruct,B2_prompt_guard,4,False
