judge,case_id,backbone,semantic_leak
gpt4o,case_trec2022_005,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_030,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_048,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_trec2021_050,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_033,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_010,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_018,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_008,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_013,gpt-4o,1
gpt4o,case_trec2022_033,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_013,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_017,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_007,gpt-4o,0
gpt4o,case_paraphrase_029,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2021_013,gpt-4o,0
gpt4o,case_paraphrase_027,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_025,meta-llama__Meta-Llama-3.1-8B-Instruct,1
gpt4o,case_08,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_031,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_027,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_036,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_003,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_13,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2022_032,gpt-4o,0
gpt4o,case_paraphrase_029,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_007,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_013,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_trec2022_007,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2022_004,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_011,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_11,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_002,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_trec2022_016,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_019,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_009,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_026,gpt-4o,0
gpt4o,case_trec2021_048,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_08,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_014,claude-sonnet-4-5-20250929,0
gpt4o,case_03,gpt-4o,0
gpt4o,case_trec2021_008,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_050,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_01,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_031,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_035,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_058,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2022_046,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_056,gpt-4o,1
gpt4o,case_trec2021_025,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_11,gpt-4o,0
gpt4o,case_trec2021_056,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_trec2021_034,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_008,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_020,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2021_058,gpt-4o,0
gpt4o,case_paraphrase_004,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_trec2022_012,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_12,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_07,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_001,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_009,gpt-4o,0
gpt4o,case_paraphrase_001,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_026,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2021_070,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_trec2022_007,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_010,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_012,gpt-4o,0
gpt4o,case_trec2022_021,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_023,claude-sonnet-4-5-20250929,0
gpt4o,case_01,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_023,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_10,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_003,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_008,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_05,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_034,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_02,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_trec2022_008,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_012,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_031,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_047,gpt-4o,0
gpt4o,case_09,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_009,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_047,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_trec2022_020,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_027,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_030,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_061,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_trec2021_073,claude-sonnet-4-5-20250929,0
gpt4o,case_10,gpt-4o,0
gpt4o,case_paraphrase_024,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_15,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_025,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_trec2021_008,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_023,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_10,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_018,gpt-4o,1
gpt4o,case_trec2021_042,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_009,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_042,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2021_008,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_paraphrase_011,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_020,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_056,meta-llama__Meta-Llama-3.1-8B-Instruct,1
gpt4o,case_trec2022_006,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_041,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_009,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_034,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_035,gpt-4o,0
gpt4o,case_trec2021_047,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_006,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_053,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_035,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_06,gpt-4o,0
gpt4o,case_trec2021_050,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_13,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_035,gpt-4o,0
gpt4o,case_13,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_007,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_028,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_029,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_08,gpt-4o,0
gpt4o,case_paraphrase_016,gpt-4o,0
gpt4o,case_trec2022_020,claude-sonnet-4-5-20250929,0
gpt4o,case_01,gpt-4o,0
gpt4o,case_paraphrase_004,gpt-4o,0
gpt4o,case_05,gpt-4o,0
gpt4o,case_trec2022_008,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_030,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_015,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_033,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_033,claude-sonnet-4-5-20250929,0
gpt4o,case_04,gpt-4o,0
gpt4o,case_trec2022_030,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_023,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_047,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_004,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_trec2021_061,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_08,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_032,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_032,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2021_056,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_trec2021_047,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_005,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_004,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_057,gpt-4o,0
gpt4o,case_trec2022_046,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_02,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_trec2022_024,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_024,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_024,gpt-4o,0
gpt4o,case_paraphrase_028,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_016,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_15,gpt-4o,0
gpt4o,case_trec2021_036,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_050,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_050,gpt-4o,0
gpt4o,case_trec2021_034,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_021,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_trec2022_023,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_028,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_028,gpt-4o,0
gpt4o,case_02,claude-sonnet-4-5-20250929,1
gpt4o,case_paraphrase_007,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_042,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_014,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_032,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_024,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_trec2021_028,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_027,gpt-4o,0
gpt4o,case_trec2022_042,meta-llama__Meta-Llama-3.1-8B-Instruct,1
gpt4o,case_trec2022_026,gpt-4o,0
gpt4o,case_paraphrase_007,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_021,gpt-4o,0
gpt4o,case_trec2021_019,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_029,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_031,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_14,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_030,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_034,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_044,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_04,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_035,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_022,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_016,gpt-4o,0
gpt4o,case_paraphrase_017,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_006,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_002,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_012,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_056,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_trec2022_041,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_014,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_paraphrase_026,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_006,claude-sonnet-4-5-20250929,1
gpt4o,case_trec2021_018,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_paraphrase_018,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_073,gpt-4o,0
gpt4o,case_08,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_059,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_026,gpt-4o,0
gpt4o,case_trec2021_022,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_004,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_027,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_050,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_031,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2021_061,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_020,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_008,gpt-4o,0
gpt4o,case_trec2021_036,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_027,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_036,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_014,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_058,meta-llama__Meta-Llama-3.1-8B-Instruct,1
gpt4o,case_trec2022_027,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_008,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_004,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_005,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_053,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_057,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_013,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_016,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_024,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_053,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_paraphrase_004,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_046,gpt-4o,0
gpt4o,case_trec2022_009,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2022_048,gpt-4o,0
gpt4o,case_paraphrase_034,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2022_032,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_033,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_14,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_018,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_046,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_041,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_003,gpt-4o,0
gpt4o,case_trec2022_032,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_007,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_01,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2022_046,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_018,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_trec2021_028,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_14,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_009,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_003,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_paraphrase_018,gpt-4o,0
gpt4o,case_trec2021_059,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_027,meta-llama__Meta-Llama-3.1-8B-Instruct,1
gpt4o,case_trec2021_065,Qwen__Qwen2.5-7B-Instruct,1
gpt4o,case_paraphrase_001,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_001,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_021,mistralai__Mistral-7B-Instruct-v0.3,1
gpt4o,case_trec2021_033,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_061,meta-llama__Meta-Llama-3.1-8B-Instruct,1
gpt4o,case_trec2021_031,gpt-4o,0
gpt4o,case_trec2021_035,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_023,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_paraphrase_030,claude-sonnet-4-5-20250929,0
gpt4o,case_paraphrase_015,gpt-4o,0
gpt4o,case_trec2021_033,gpt-4o,1
gpt4o,case_trec2022_002,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_042,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_026,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_paraphrase_015,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_10,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_021,gpt-4o,0
gpt4o,case_trec2021_049,meta-llama__Meta-Llama-3.1-8B-Instruct,1
gpt4o,case_paraphrase_003,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_03,claude-sonnet-4-5-20250929,1
gpt4o,case_trec2022_009,gpt-4o,0
gpt4o,case_paraphrase_034,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2022_047,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_paraphrase_021,Qwen__Qwen2.5-3B-Instruct,1
gpt4o,case_12,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2022_042,gpt-4o,0
gpt4o,case_paraphrase_017,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_015,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_005,claude-sonnet-4-5-20250929,0
gpt4o,case_trec2021_009,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_019,gpt-4o,0
gpt4o,case_trec2021_057,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2021_070,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_018,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_049,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_042,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_trec2021_065,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2022_041,Qwen__Qwen2.5-7B-Instruct,0
gpt4o,case_trec2022_023,gpt-4o,0
gpt4o,case_trec2021_073,Qwen__Qwen2.5-3B-Instruct,0
gpt4o,case_15,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_06,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_paraphrase_019,meta-llama__Meta-Llama-3.1-8B-Instruct,0
gpt4o,case_trec2021_053,mistralai__Mistral-7B-Instruct-v0.3,0
gpt4o,case_trec2021_061,gpt-4o,1
sonnet,case_trec2022_027,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_050,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_022,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_05,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_021,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_037,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_035,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_013,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_012,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_048,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_12,gpt-4o,0
sonnet,case_paraphrase_012,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_006,gpt-4o,0
sonnet,case_trec2021_033,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_009,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_020,gpt-4o,0
sonnet,case_05,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_045,gpt-4o,0
sonnet,case_paraphrase_016,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_030,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_034,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_024,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_058,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_073,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_048,gpt-4o,0
sonnet,case_trec2022_031,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_044,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_034,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_11,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_029,gpt-4o,0
sonnet,case_trec2021_028,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_005,gpt-4o,0
sonnet,case_trec2022_014,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_049,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_009,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_032,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_11,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_059,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_042,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_024,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_027,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_031,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_037,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_033,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_033,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_025,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_013,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_031,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_048,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_014,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_02,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_009,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_01,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_013,gpt-4o,0
sonnet,case_trec2021_057,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_030,gpt-4o,0
sonnet,case_trec2021_048,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_073,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_006,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_050,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_010,claude-sonnet-4-5-20250929,1
sonnet,case_paraphrase_027,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_015,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_020,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_045,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_014,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_014,gpt-4o,0
sonnet,case_trec2021_022,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_042,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_020,gpt-4o,0
sonnet,case_12,claude-sonnet-4-5-20250929,0
sonnet,case_13,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_012,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_037,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_025,gpt-4o,0
sonnet,case_trec2021_012,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_028,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_018,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_013,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_001,gpt-4o,0
sonnet,case_paraphrase_014,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_058,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_035,claude-sonnet-4-5-20250929,0
sonnet,case_04,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_019,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_020,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_03,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_016,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_036,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_09,gpt-4o,0
sonnet,case_paraphrase_001,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_04,mistralai__Mistral-7B-Instruct-v0.3,1
sonnet,case_trec2022_033,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_021,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_048,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_028,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_026,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_021,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_031,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_033,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_056,claude-sonnet-4-5-20250929,1
