doc_id,title_len,condition_len,summary_len,detailed_description_len,eligibility_len
NCT00000892,94,0,1055,2776,3927
NCT00000893,122,0,841,4714,1507
NCT00000894,105,0,454,1606,664
NCT00000895,109,0,599,2635,932
NCT00000896,144,0,885,2495,1161
NCT00000897,198,0,582,3831,1315
NCT00000898,116,0,180,0,836
NCT00000899,91,0,712,2281,901
NCT00000900,50,0,1772,1281,2475
NCT00000901,100,0,331,406,1294
NCT00000902,108,0,455,1232,1168
NCT00000903,94,0,1560,2613,6565
NCT00000904,68,0,981,1968,1574
NCT00000905,132,0,545,2676,1142
NCT00000906,78,0,486,928,1476
NCT00000907,138,0,1138,1152,1087
NCT00000908,169,0,492,1120,882
NCT00000909,168,0,840,2492,1138
NCT00000910,81,0,618,1036,386
NCT00000911,63,0,847,1517,344
NCT00000912,87,0,815,2997,1178
NCT00000913,105,0,515,1959,1070
NCT00000914,173,0,818,1409,1210
NCT00000915,33,0,1043,1505,4831
NCT00000916,162,0,1003,799,1303
NCT00000917,64,0,698,1560,339
NCT00000918,134,0,859,1936,1255
NCT00000919,93,0,697,3467,10403
NCT00000920,160,0,944,1590,1739
NCT00000921,61,0,513,877,1596
NCT00000922,180,0,368,2130,645
NCT00000923,116,0,964,3726,2215
NCT00000924,55,0,695,1940,1080
NCT00000925,97,0,652,1343,1298
NCT00000926,46,0,452,1131,984
NCT00000927,29,0,906,1365,2719
NCT00000928,81,0,1058,1062,1093
NCT00000929,52,0,755,1109,4232
NCT00000930,44,0,616,1003,1180
NCT00000931,55,0,609,1701,1218
NCT00000932,58,0,661,3008,681
NCT00000933,111,0,1120,1463,144
NCT00000935,174,0,809,1393,1026
NCT00000936,70,0,585,1811,792
NCT00000937,50,0,623,727,1616
NCT00000938,191,0,602,455,2635
NCT00000939,129,0,1147,1591,1710
NCT00000940,116,0,366,2751,921
NCT00000941,130,0,1241,2131,603
NCT00000942,78,0,396,2675,720
NCT00000943,144,0,503,2395,700
NCT00000944,170,0,801,1553,1218
NCT00000945,150,0,436,878,1009
NCT00000946,61,0,687,2166,1444
NCT00000947,98,0,818,1459,776
NCT00000948,132,0,638,1279,950
NCT00000949,127,0,545,1143,840
NCT00000950,78,0,361,432,648
NCT00000951,134,0,659,1921,1357
NCT00000952,76,0,570,2750,1020
NCT00000953,91,0,704,1066,5124
NCT00000954,89,0,629,1382,3706
NCT00000955,104,0,1147,1217,1121
NCT00000956,118,0,738,828,1827
NCT00000957,215,0,544,869,1528
NCT00000958,297,0,558,1318,1945
NCT00000959,142,0,1446,1438,4215
NCT00000960,91,0,808,1449,3947
NCT00000961,126,0,473,792,2144
NCT00000962,66,0,1315,2336,4447
NCT00000963,127,0,872,1147,2450
NCT00000964,39,0,639,1008,892
NCT00000965,63,0,395,1138,2067
NCT00000966,102,0,601,1293,3256
NCT00000967,71,0,947,1859,2062
NCT00000968,146,0,466,1508,1342
NCT00000969,200,0,1014,1612,3356
NCT00000970,153,0,1461,1415,4037
NCT00000971,167,0,602,779,1923
NCT00000972,252,0,960,1668,1698
NCT00000973,101,0,1002,1063,2913
NCT00000974,104,0,1344,1943,1143
NCT00000975,116,0,1442,1863,4950
NCT00000976,230,0,1497,2735,1820
NCT00000977,149,0,883,1187,2756
NCT00000978,106,0,1143,1117,4238
NCT00000979,60,0,896,1659,6168
NCT00000980,77,0,743,1412,3325
NCT00000981,100,0,1223,1677,3224
NCT00000982,50,0,3769,3381,4993
NCT00000983,74,0,1254,1597,5520
NCT00000984,143,0,752,1368,2968
NCT00000985,140,0,959,2282,3522
NCT00000986,107,0,1024,1967,3807
NCT00000987,102,0,655,1626,2775
NCT00000988,66,0,888,1684,4328
NCT00000989,201,0,2811,3545,2436
NCT00000990,115,0,947,1824,5296
NCT00000991,95,0,1080,1036,4276
NCT00000992,109,0,1007,1784,4497
NCT00000993,92,0,757,1081,3376
NCT00000994,74,0,716,970,3119
NCT00000995,89,0,499,1502,2144
NCT00000996,72,0,424,721,1714
NCT00000997,51,0,745,1014,1565
NCT00000998,133,0,477,532,839
NCT00000999,121,0,495,555,2269
NCT00001000,100,0,1018,1171,1508
NCT00001001,65,0,1236,1495,2700
NCT00001002,108,0,720,930,2050
NCT00001003,74,0,857,1376,1086
NCT00001004,97,0,1261,1365,2634
NCT00001005,131,0,1458,2034,2116
NCT00001006,69,0,762,1363,2526
NCT00001007,78,0,792,1499,2815
NCT00001008,93,0,1119,1283,1671
NCT00001009,107,0,852,1471,2351
NCT00001010,61,0,773,1261,3983
NCT00001011,103,0,891,1284,4318
NCT00001012,66,0,878,1273,3731
NCT00001013,173,0,380,1721,3083
NCT00001014,159,0,960,1606,2877
NCT00001015,85,0,760,1835,2905
NCT00001016,171,0,926,2697,1353
NCT00001017,103,0,1043,1329,2224
NCT00001018,63,0,786,1387,2564
NCT00001019,97,0,1055,1292,1981
NCT00001020,244,0,1066,1369,1174
NCT00001021,262,0,1297,1870,2036
NCT00001022,133,0,962,697,1692
NCT00001023,113,0,1402,1169,2638
NCT00001024,75,0,1236,1161,3974
NCT00001025,63,0,914,877,2166
NCT00001026,243,0,1274,817,1873
NCT00001027,151,0,817,751,1482
NCT00001028,163,0,542,770,882
NCT00001029,118,0,906,991,1931
NCT00001030,187,0,838,736,2451
NCT00001031,235,0,1092,1783,1877
NCT00001032,92,0,881,667,2343
NCT00001033,54,0,1281,2190,1307
NCT00001034,161,0,557,1003,2247
NCT00001035,129,0,723,889,2238
NCT00001036,149,0,658,754,1785
NCT00001037,223,0,744,805,2060
NCT00001038,124,0,1315,672,3860
NCT00001039,96,0,734,765,2995
NCT00001040,116,0,377,0,1954
NCT00001041,202,0,1104,1096,1819
NCT00001042,240,0,819,1513,2457
NCT00001043,225,0,1294,1354,2723
NCT00001044,225,0,1144,1209,2410
NCT00001045,103,0,975,1137,2958
NCT00001046,160,0,934,907,3013
NCT00001047,118,0,569,592,1442
NCT00001048,166,0,816,985,2929
NCT00001049,108,0,879,1572,2062
NCT00001050,28,0,405,0,0
NCT00001052,260,0,709,970,2702
NCT00001053,94,0,878,745,2679
NCT00001054,141,0,652,872,2213
NCT00001055,127,0,588,699,2913
NCT00001056,208,0,556,928,1148
NCT00001057,69,0,714,669,2333
NCT00001058,149,0,782,1859,3940
NCT00001059,155,0,722,983,2634
NCT00001060,83,0,870,1215,2521
NCT00001061,95,0,687,1542,2860
NCT00001062,70,0,968,1076,1994
NCT00001063,118,0,1091,1224,3385
NCT00001064,153,0,670,940,829
NCT00001065,143,0,334,685,2096
NCT00001066,125,0,827,740,1652
NCT00001067,113,0,531,549,3088
NCT00001068,54,0,326,0,293
NCT00001069,80,0,1152,1653,739
NCT00001070,85,0,125,0,0
NCT00001071,36,0,436,600,2273
NCT00001072,147,0,576,552,2703
NCT00001073,94,0,823,1101,940
NCT00001074,106,0,1034,2206,3364
NCT00001075,87,0,1064,918,2955
NCT00001076,185,0,559,642,2828
NCT00001077,146,0,340,961,2582
NCT00001078,146,0,1223,2915,1357
NCT00001079,132,0,1402,1456,5570
NCT00001080,125,0,799,901,2631
NCT00001081,84,0,869,2074,3310
NCT00001082,92,0,1539,2718,3606
NCT00001083,99,0,2200,4841,3444
NCT00001084,112,0,940,3518,2725
NCT00001085,96,0,1039,1856,4317
NCT00001086,82,0,1653,4561,5728
NCT00001087,147,0,2289,4454,4365
NCT00001088,247,0,1161,2394,2957
NCT00001089,65,0,1329,1304,1508
NCT00001090,226,0,1429,1788,3259
NCT00001091,94,0,354,2372,1079
NCT00001092,31,0,564,1622,442
NCT00001093,55,0,539,1452,436
NCT00001094,126,0,2199,1943,60
NCT00001095,81,0,1541,2495,6551
NCT00001096,273,0,1637,1677,2848
NCT00001097,104,0,734,2674,1677
NCT00001100,207,0,537,660,875
NCT00001101,191,0,607,475,2484
NCT00001102,73,0,1237,1995,260
NCT00001103,89,0,579,3349,1523
NCT00001104,66,0,1880,3806,3128
NCT00001105,88,0,803,1430,2774
NCT00001106,71,0,1951,2789,3720
NCT00001107,114,0,1048,346,572
NCT00001108,142,0,1244,3512,2101
NCT00001109,70,0,602,1483,655
NCT00001110,116,0,793,1133,1169
NCT00001111,86,0,1110,1359,3131
NCT00001112,128,0,1352,1873,2399
NCT00001113,92,0,929,1436,2073
NCT00001114,100,0,969,1465,3941
NCT00001115,104,0,915,1539,2122
NCT00001116,152,0,1174,1875,787
NCT00001117,110,0,284,1037,795
NCT00001118,60,0,535,3546,1332
NCT00001119,85,0,1079,3233,2013
NCT00001120,38,0,531,1829,406
NCT00001121,90,0,816,1580,596
NCT00001122,106,0,1010,1705,934
NCT00001123,136,0,343,200,1475
NCT00001125,122,0,595,3935,2367
NCT00001126,89,0,559,1309,844
NCT00001127,34,0,431,193,787
NCT00001128,55,0,1130,2013,1047
NCT00001129,93,0,774,2493,488
NCT00001130,76,0,1194,2057,202
