instance_id,trial_id,gold_label,gold_class,pred_decision,pred_class,parse_ok,gen_snippet
nli4pr_test_300,NCT03871426,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on your symptoms and findings, you seem to fit well into the trial for gastroesophageal reflux disease. However, we need more information to confirm if you can join the study. We will check if you have had prev"
nli4pr_test_51,NCT03141320,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit some parts of the eligibility criteria, but we need more details to confirm your eligibility. For example, we need to know if you've given birth within the last"
nli4pr_test_70,NCT01925495,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your medical details. Based on the information you provided, it seems you might be a potential participant, but we need to check a few more things before we can decide."",   ""supported_patient_fa"
nli4pr_test_650,NCT02211105,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, your symptoms and test results seem to align with the inclusion criteria for the trial. However, we need more details to confirm if you meet all the requirements. For example, w"
nli4pr_test_682,NCT00403104,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the trial, but we need more details to confirm. Please let us know if you have any additional information about your condition."",   ""supp"
nli4pr_test_76,NCT01945593,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for the study, but there are some details that need further clarification before we can determine if you are eligible."",   ""sup"
nli4pr_test_518,NCT04266457,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your roommate seems to have symptoms that might be related to RBD, like falling asleep quickly and sometimes hearing voices. However, we need more information to confirm if she meets all the study requirements."",   """
nli4pr_test_668,NCT04003662,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit well into the study, but we need more details to confirm. Please let us know if you have any other health conditions or if you've been drinking alcohol regularl"
nli4pr_test_931,NCT02662192,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you might not be eligible for this specific clinical trial. The trial requires participants to be at least 65 years old and at most 90 years old, which matches your age"
nli4pr_test_251,NCT03984643,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. Based on the information you provided, you seem to fit well with the inclusion criteria for this trial, especially regarding your diagnosis of essential tremor (ET). However, we "
nli4pr_test_925,NCT00281684,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit well with the general eligibility criteria for this study. However, we need more details about your medical history and current health status to confirm your eli"
nli4pr_test_730,NCT00690326,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you might be a good candidate for this trial, but we need more details to confirm."",   ""supported_patient_facts"": [""you are a 50-year-old woman"", ""you have diabetes"", """
nli4pr_test_914,NCT02787616,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your details. We need to check a few things before we can decide if you're eligible for this study."",   ""supported_patient_facts"": [     ""Age 41"",     ""Fitzpatrick skin type I or II""   ],   ""mis"
nli4pr_test_69,NCT02110186,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. Based on the information you've provided, we need to check if you meet all the criteria for this clinical trial. We can confirm that you are within the age range and have a suspe"
nli4pr_test_123,NCT01768520,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some criteria for the study, but we need more details to confirm your eligibility. Please let us know if you have any additional information about your health co"
nli4pr_test_1530,NCT00381563,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your symptoms. We need more information to decide if you can participate in our study. Please let us know if you have any questions."",   ""supported_patient_facts"": [     ""The patient is a 66-yea"
nli4pr_test_135,NCT00096902,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. While you seem to fit some criteria for the trial, we need more information to fully determine if you can participate. Please let us know if you have any additional details about"
nli4pr_test_1089,NCT02295748,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your son seems to meet some of the eligibility criteria for the clinical trial, but we need more information to confirm. We'll check if he meets all the necessary conditions."",   ""supported_patient_facts"": [""Subject "
nli4pr_test_1309,NCT03289416,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. We need a few more pieces of information to fully understand if you can participate in this study."",   ""supported_patient_facts"": [""you are 47 years old"", ""you have osteoart"
nli4pr_test_1277,NCT00475943,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your symptoms. Based on the information you've provided, we believe you might be a good candidate for our trial, but we need more details to confirm this. Please let us know if you have any ques"
nli4pr_test_964,NCT02115490,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Hello! You seem to fit the age and gender criteria, but we need more information about your bone condition and whether you're currently taking bisphosphonates."",   ""supported_patient_facts"": [""you are a 55-year-old w"
nli4pr_test_1061,NCT04158648,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your information suggests you might be eligible for this trial, but we need more details to confirm. Please let us know if you can provide your medical records or if there are any unresolved issues."",   ""supported_pa"
nli4pr_test_67,NCT01398579,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""It seems like you might be eligible for the study, but we need to check a few things first."",   ""supported_patient_facts"": [""you are 63 years old"", ""you have a stomach lesion that shows typical features of stomach ca"
nli4pr_test_711,NCT01016782,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your details. We need to check a few things before we can decide if you're eligible for the trial."",   ""supported_patient_facts"": [     ""you have lesions and pustules on your forehead, cheeks, a"
nli4pr_test_859,NCT04701957,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for the trial, but there are some details we need to confirm."",   ""supported_patient_facts"": [""you are 70 years old"", ""you have"
nli4pr_test_1217,NCT03596684,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you might not be eligible for this clinical trial due to your age and BMI. However, we need to confirm if you meet all the criteria. Please check with your healthcare p"
nli4pr_test_654,NCT02629614,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. We need to check a few things before we can decide if you're eligible for the trial."",   ""supported_patient_facts"": [     ""you are 60 years old"",     ""you have a diagnosis of ess"
nli4pr_test_554,NCT04086589,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your details. We have some information that matches our study, but we need to check a few more things before we can decide if you're eligible."",   ""supported_patient_facts"": [""you are 19 years o"
nli4pr_test_453,NCT03375164,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your son's diagnosis of Duchenne muscular dystrophy seems to align with the trial's focus on boys with this specific condition. However, we need more information to confirm if he meets all the eligibility criteria. W"
nli4pr_test_1155,NCT01810666,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some of the criteria for this trial, but we need more details to confirm your eligibility. Please provide any missing information."",   ""supported_patient_facts"":"
nli4pr_test_1419,NCT01529242,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit some parts of the trial's criteria, but we need more details to confirm your eligibility. Please let us know if you have any other health conditions or if you'r"
nli4pr_test_1113,NCT02079727,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit well with the inclusion criteria for this clinical trial. However, there are some details we need to confirm before we can fully determine your eligibility. Plea"
nli4pr_test_237,NCT00171327,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. Based on what you've told me, you seem to meet some of the criteria for this trial, but we need more information to fully decide if you can participate."",   ""supported_patie"
nli4pr_test_1117,NCT00687375,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, your symptoms sound like they might be related to an inguinal hernia, which is what this clinical trial is looking for. However, we need more details to confirm if you can parti"
nli4pr_test_352,NCT00879515,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your son seems to meet some of the eligibility criteria for this trial, but we need more information to confirm if he can participate."",   ""supported_patient_facts"": [""Fragile X syndrome"", ""His vaccinations are up to"
nli4pr_test_1036,NCT02295189,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit well with the inclusion criteria for this trial. However, we need more details about your medical history and current health status to confirm your eligibility."
nli4pr_test_1362,NCT02829853,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. Based on what we know now, you might be a good candidate for this trial, but we need more information to confirm. Please let us know if you can provide additional details."","
nli4pr_test_371,NCT03998098,contradiction,mismatch,unlikely_match,mismatch,True,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Your son may not be eligible for this clinical trial based on the information provided. The trial requires participants to be at least 18 years old, while your son is 8 years old."",   ""supported_patient_facts"": [],   ""missing_patient_fact"
nli4pr_test_415,NCT03875924,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. Based on the information you provided, you seem to fit well with the inclusion criteria for this trial. However, we need more details to confirm your eligibility. Please let us k"
nli4pr_test_757,NCT02578368,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, we believe you might be eligible for our clinical trial. However, there are some details we need to confirm. We will check if your stomach cancer meets the specific criteria for"
nli4pr_test_617,NCT03932201,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for this trial, but we need more details to confirm your eligibility. Please let us know if you have any additional medical rec"
nli4pr_test_1083,NCT01584011,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems you might be eligible for the trial, but we need more details to confirm. Please let us know if you have undergone primary middle ear surgery due to chronic otitis medi"
nli4pr_test_881,NCT01401413,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your roommate seems to have symptoms that might be related to the study, but we need more information to be sure."",   ""supported_patient_facts"": [""She has trouble staying awake during conversations."", ""She falls asle"
nli4pr_test_700,NCT04591860,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some parts of the trial's criteria, but we need more details to confirm if you can join the study."",   ""supported_patient_facts"": [""you have a large hiatal herni"
nli4pr_test_168,NCT03153813,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit some criteria for this clinical trial, but we need more details to confirm your eligibility. Please let us know if you can provide information about your age, w"
nli4pr_test_198,NCT04407377,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your roommate seems to fit some of the criteria for this study, but we need more information to be sure. Can you tell me if she has any of the conditions listed in the exclusion criteria?"",   ""supported_patient_facts"
nli4pr_test_1372,NCT02462291,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit well with the age requirement and the fact that you have been diagnosed with Alzheimer's disease. However, there are some details we need to check further befor"
nli4pr_test_427,NCT02287818,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for this clinical trial, but we need more details to confirm your eligibility. Please let us know if you have taken any medicat"
nli4pr_test_636,NCT01127464,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for the study, but there are some details we need to check further."",   ""supported_patient_facts"": [""you are a 19-year-old fema"
nli4pr_test_772,NCT02715323,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your details. We need more information to decide if you can join our study."",   ""supported_patient_facts"": [     ""Clinically diagnosed with Sjogren's Syndrome"",     ""Have joint pain from time to"
nli4pr_test_846,NCT04410354,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the eligibility criteria for this trial, but we need more details to confirm your eligibility. Please let us know if you have any additional information"
nli4pr_test_331,NCT03526731,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some of the criteria for this clinical trial, but we need more details to confirm if you can participate."",   ""supported_patient_facts"": [""you are 49 years old"","
nli4pr_test_1043,NCT03676790,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, it seems like you might be eligible for the study. However, we need more details to confirm. Please let us know if you have any additional medical records or if there are any o"
nli4pr_test_316,NCT03725306,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some parts of the study's criteria, but we need more details to fully determine if you can join the trial."",   ""supported_patient_facts"": [""you are a 23-year-old"
nli4pr_test_411,NCT03301233,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit some parts of the trial's eligibility criteria, but we need more details to confirm if you can join the study. For example, we need to know if your blood test re"
nli4pr_test_836,NCT03907787,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. We need more information to decide if you can participate in this trial."",   ""supported_patient_facts"": [     ""you are 47 years old"",     ""you have osteoarthritis""   ],   ""m"
nli4pr_test_1187,NCT00170781,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit well with the inclusion criteria for this trial, especially regarding your acute gout attack. However, we need more details to confirm if you meet all the requir"
nli4pr_test_259,NCT00274261,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the study, but we need to confirm a few things before we can say for sure."",   ""supported_patient_facts"": [""you are female"", ""you are bet"
nli4pr_test_1096,NCT03414411,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. While you seem to meet some of the eligibility criteria, we need more information to fully determine if you can participate in this trial. Please let us know if you have any addi"
nli4pr_test_44,NCT04290013,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your situation. Based on the information you've provided, you seem to fit some parts of the eligibility criteria, but we need to check a few things further."",   ""supported_patient_facts"": [""you "
nli4pr_test_240,NCT03479749,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, we need more details to determine if you qualify for this clinical trial. Please let your doctor know about your symptoms and ask them to check if you meet the eligibility crite"
nli4pr_test_289,NCT01281826,entailment,match,likely_match,match,True,"{   ""decision"": ""likely_match"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to be a good fit for the trial. However, we need to check a few more details before we can confirm."",   ""supported_patient_facts"": [     ""Compression fractures (thoracic and lumbar vertebrae)"""
nli4pr_test_754,NCT00581867,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit well with the age requirement for the trial, but there are some details we need to check further."",   ""supported_patient_facts"": [""you are 70 years old"", ""you h"
nli4pr_test_1433,NCT02075671,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the study, but we need to check a few things first."",   ""supported_patient_facts"": [""you are 41 years old"", ""you have papulopustular rosa"
nli4pr_test_544,NCT04438057,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, we have some matches with our study criteria, but we need more details to confirm your eligibility. Please let us know if you have been diagnosed with SARS-CoV-2 and if you have"
nli4pr_test_1090,NCT04240860,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit the age range and general health criteria, but we need more details to confirm your eligibility. Please let us know if you have any additional medical history o"
nli4pr_test_306,NCT01160263,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for this clinical trial. However, we need more details to confirm. Please let your doctor know so they can help us gather the necessary infor"
nli4pr_test_1501,NCT01883778,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health history. We need more information to decide if you can join our study."",   ""supported_patient_facts"": [     ""You are 23 years old, which meets the age requirement."",     ""Your lab te"
nli4pr_test_115,NCT01158794,contradiction,mismatch,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for this clinical trial, but we need more details to confirm. Please let us know if you've been transfused with red blood cells more than 12 "
nli4pr_test_350,NCT04233749,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit some parts of the trial's eligibility criteria, but we need more details to confirm if you can join the study."",   ""supported_patient_facts"": [""you are 27 years"
nli4pr_test_1504,NCT01717924,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, we have some matching criteria, but we need to check a few things further."",   ""supported_patient_facts"": [     ""you have adenocarcinoma of the stomach or the oesogastric juncti"
nli4pr_test_1057,NCT04829565,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit some of the criteria for this clinical trial, but we need more details to confirm your eligibility. Please let us know if you have any additional information."","
nli4pr_test_175,NCT02603653,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit well with the inclusion criteria for this trial, especially regarding your diagnosis of endogenous Cushing Syndrome. However, there are some details we need to c"
nli4pr_test_1172,NCT00307346,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your son's case seems to align well with the inclusion criteria for this trial, as he is 8 years old and has been diagnosed with Duchenne muscular dystrophy. However, there are some details we need to confirm before "
nli4pr_test_483,NCT00222963,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your daughter seems to have some medical conditions that might make it difficult to participate in this trial. We need more information to decide if she can join."",   ""supported_patient_facts"": [""your daughter is 9 y"
nli4pr_test_361,NCT01786174,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for this clinical trial, but we need more details to confirm. Please let your doctor know so they can help us gather the necessary informatio"
nli4pr_test_1507,NCT04590456,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to meet some of the inclusion criteria for the study, but we need more details to fully assess your eligibility. Please let us know if you can provide additional inform"
nli4pr_test_78,NCT00001599,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. We need more information to decide if you can join our study. Please let us know about your menstrual cycle and if you've had any surgeries."",   ""supported_patient_facts"": ["
nli4pr_test_677,NCT01959581,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your baby seems to have some characteristics that might make him eligible for the trial, but we need more information to confirm. We know your baby has Down syndrome and was born prematurely. However, we don't have a"
nli4pr_test_1453,NCT04678830,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the study, but we need to check a few things before we can confirm."",   ""supported_patient_facts"": [""you had a confirmed COVID-19 diagnos"
nli4pr_test_1496,NCT04637373,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit the age range and some of the symptoms described in the trial, but we need more details to confirm your eligibility. Please let us know if you have any addition"
nli4pr_test_978,NCT02196467,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your son seems to meet some of the eligibility criteria for the trial, but we need more information to confirm if he can participate. We'll check if he meets all the remaining requirements."",   ""supported_patient_fac"
nli4pr_test_1379,NCT01101035,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the study, but we need to check a few things."",   ""supported_patient_facts"": [""you are a 39-year-old man"", ""you have a history of gout"", "
nli4pr_test_741,NCT03774121,entailment,match,cannot_determine,undetermined,False,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Thank you for sharing your health details. We need more information to decide if you can participate in this trial. Please let us know if you have any additional medical history or if there are any issues we haven't "
nli4pr_test_15,NCT01484678,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your son seems to have Duchenne Muscular Dystrophy (DMD), which matches one of the inclusion criteria for the clinical trial. However, we need more information to confirm if he meets all the required criteria. We als"
nli4pr_test_620,NCT02632461,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""It seems you might not be eligible for this study right now, but we need to check a few things."",   ""supported_patient_facts"": [""you are 19 years old"", ""you have a mass on your left wrist"", ""you are left-handed"", ""yo"
nli4pr_test_422,NCT01717768,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on your test results, you seem to meet some of the criteria for the study, but we need more information to fully decide if you can join. Please let us know about any other details we might need."",   ""supported_"
nli4pr_test_382,NCT03083236,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your child seems to fit the age range for the trial, but we need more information about her language skills and if English is her first language. We also need to check if your child has any known sensory, structural,"
nli4pr_test_1286,NCT04237857,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""It seems like you might be eligible for the trial, but we need to check a few things first."",   ""supported_patient_facts"": [""you are a 63-year-old male"", ""you have a stomach lesion that shows typical features of stom"
nli4pr_test_1418,NCT01409551,entailment,match,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you seem to fit well with the inclusion criteria for this trial. However, there are some details we need to check further before we can decide if you're eligible."",   ""supported"
nli4pr_test_1116,NCT03836300,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your son seems to meet some of the criteria for this clinical trial, but we need more information to confirm if he can participate."",   ""supported_patient_facts"": [""Son is 15 years old"", ""Son has fragile X syndrome"","
nli4pr_test_1567,NCT04540406,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, we need more details to decide if you can join our study. We know you had mild to moderate COVID-19-like symptoms, but we need to confirm your symptoms matched the criteria. Als"
nli4pr_test_584,NCT02999698,contradiction,mismatch,possible_match_insufficient_evidence,match,True,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you've shared, you seem to fit some parts of the trial's criteria, but we need more details to confirm your eligibility."",   ""supported_patient_facts"": [""you are 27 years old"", ""you have rash"
