case_id,source,category,gold_nct,selected_doc,backbone,decision,parse_ok,latency_sec,answer_chars,missing_facts_n,unresolved_reqs_n,cross_trial_leak_n,gen_snippet
case_14,handcrafted,teachback_style,,NCT00816998,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,24.815,0,0,0,0,"{   ""decision"": ""likely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this study may be a good fit for you if you have a broken wrist, specifically a distal radius fracture, and are scheduled for surge"
case_trec2021_044,trec2021,possible_match_insufficient_evidence,NCT00323752,NCT02609009,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.337,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be eligible for the clinical trial. However, we need to confirm a few details before making a fin"
case_paraphrase_014,paraphrase_trec2021,cannot_determine,,NCT00843310,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.34,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you may be a candidate for this clinical trial, but we need more information to confirm. Please provide the"
case_paraphrase_013,paraphrase_trec2021,risk_request,,NCT00843310,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.334,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""There are some potential risks and side effects associated with this study that you should be aware of. The study involves taking lenalidomide, which can ca"
case_12,handcrafted,consent_understanding,,NCT04471363,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,19.776,81,5,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information from you to determine if you're eligible for this study."",   ""supported_patient_facts"": [     ""You are at least 18 years old"",     "
case_trec2021_008,trec2021,possible_match_insufficient_evidence,NCT00005579,NCT01604031,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,22.04,335,3,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information about your current health status and medical history to determine if you are eligible for this clinical trial. Please provide the f"
case_trec2022_046,trec2022,possible_match_insufficient_evidence,,NCT04822701,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.203,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might be eligible for the study, but we need more information to confirm. Please provide the following detai"
case_trec2022_005,trec2022,possible_match_insufficient_evidence,,NCT04530149,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.453,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this clinical trial may not be a good fit for you. However, we need to review your situation further to confirm."",   ""supported_p"
case_05,handcrafted,possible_match_insufficient_evidence,,NCT02584972,meta-llama/Meta-Llama-3.1-8B-Instruct,unlikely_match,True,21.536,453,2,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this study may not be a good fit for you. The study is looking for children with Autism Spectrum Disorder (ASD) between the ages "
case_trec2021_036,trec2021,possible_match_insufficient_evidence,NCT00005381,NCT03158805,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.693,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be a potential candidate for the clinical trial. However, there are some missing and unresolved factors that need"
case_trec2021_025,trec2021,possible_match_insufficient_evidence,NCT00001250,NCT02515110,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.626,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some missing and unresolved f"
case_paraphrase_030,paraphrase_trec2022,consent_understanding,,NCT03829631,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.447,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that your current condition might be a potential match for the clinical trial. However, there are some unresolve"
case_trec2022_002,trec2022,possible_match_insufficient_evidence,,NCT01166412,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.658,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be a potential candidate for the clinical trial. However, there are some missing facts and unresolved requirement"
case_paraphrase_005,paraphrase_trec2021,consent_understanding,,NCT03902262,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.316,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved requirements "
case_13,handcrafted,consent_understanding,,NCT01710072,mistralai/Mistral-7B-Instruct-v0.3,possible_match_insufficient_evidence,True,24.156,207,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it appears that you might be a potential candidate for this study. However, there are some details that still need to be "
case_trec2021_022,trec2021,possible_match_insufficient_evidence,NCT00172822,NCT03791229,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.111,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some missing facts and unreso"
case_paraphrase_020,paraphrase_trec2022,consent_understanding,,NCT04530149,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.574,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved requirements "
case_04,handcrafted,cannot_determine,,NCT00800644,mistralai/Mistral-7B-Instruct-v0.3,possible_match_insufficient_evidence,True,23.269,345,1,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be eligible for this study, but there are some unresolved requirements and missing facts that nee"
case_trec2022_045,trec2022,possible_match_insufficient_evidence,,NCT00314431,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.34,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that the infant may be eligible for the clinical trial, but there are some uncertainties due to missing facts an"
case_paraphrase_015,paraphrase_trec2021,consent_understanding,,NCT00843310,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.445,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial, but there are some uncertainties and missing fac"
case_trec2021_065,trec2021,possible_match_insufficient_evidence,NCT00005754,NCT00419562,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.441,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some missing facts and unreso"
case_trec2022_034,trec2022,possible_match_insufficient_evidence,,NCT00119704,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,23.608,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you might be a potential candidate for the clinical trial. However, there are some unresolved requirements and missing fa"
case_trec2022_031,trec2022,possible_match_insufficient_evidence,,NCT02789592,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,23.924,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved factors that "
case_paraphrase_011,paraphrase_trec2021,explanation_request,,NCT00843310,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.45,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""The study you are considering may be a possible match for you, but there are some unresolved requirements and missing facts that need to be considered. Let'"
case_01,handcrafted,possible_match_insufficient_evidence,,NCT00543023,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,23.938,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the provided information, you appear to meet some of the inclusion criteria for this study. However, there are some unresolved requirements that ne"
case_trec2022_042,trec2022,possible_match_insufficient_evidence,,NCT02638922,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.628,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that the clinical trial you are considering may be a possible match for your daughter's condition. However, ther"
case_trec2021_012,trec2021,possible_match_insufficient_evidence,NCT00001314,NCT03975998,mistralai/Mistral-7B-Instruct-v0.3,possible_match_insufficient_evidence,True,23.382,201,4,6,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved requirements "
case_trec2021_059,trec2021,possible_match_insufficient_evidence,NCT00001909,NCT00819676,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.08,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be eligible for the clinical trial, but there are some unresolved requirements and missing facts "
case_paraphrase_029,paraphrase_trec2022,cannot_determine,,NCT03829631,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.44,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved requirements "
case_trec2021_033,trec2021,possible_match_insufficient_evidence,NCT00006146,NCT00922233,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.106,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be a potential candidate for the clinical trial. However, there are some unresolved requirements and missing fact"
case_14,handcrafted,teachback_style,,NCT00816998,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,23.86,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""This study seems to focus on closed unstable distal radius fractures, specifically AO Type A or C fractures, treated with surgery and a volar fixed angle lo"
case_trec2021_044,trec2021,possible_match_insufficient_evidence,NCT00323752,NCT02609009,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.451,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some missing facts and unreso"
case_paraphrase_014,paraphrase_trec2021,cannot_determine,,NCT00843310,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.449,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial, but there are some uncertainties and missing fac"
case_paraphrase_013,paraphrase_trec2021,risk_request,,NCT00843310,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.445,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial, but there are some unresolved requirements and m"
case_12,handcrafted,consent_understanding,,NCT04471363,mistralai/Mistral-7B-Instruct-v0.3,possible_match_insufficient_evidence,True,22.455,128,3,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We can't say for certain yet, but it seems you might be a potential match for this study. We still need to confirm some details."",   ""supported_patient_fact"
case_trec2021_008,trec2021,possible_match_insufficient_evidence,NCT00005579,NCT01604031,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.466,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved requirements "
case_trec2022_046,trec2022,possible_match_insufficient_evidence,,NCT04822701,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.298,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might be eligible for the clinical trial, but there are some missing details that need to be confirmed. Plea"
case_trec2022_005,trec2022,possible_match_insufficient_evidence,,NCT04530149,mistralai/Mistral-7B-Instruct-v0.3,parse_fail,False,24.557,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be a potential candidate for the clinical trial. However, there are some unresolved requirements "
case_05,handcrafted,possible_match_insufficient_evidence,,NCT02584972,mistralai/Mistral-7B-Instruct-v0.3,possible_match_insufficient_evidence,True,23.886,169,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it is possible that you may be considered for the study, but there are some uncertainties and missing facts that need to "
